PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AQI
303.0,141.6742671009772,102.0,8.402852049910873,17.0,66.0,4.0,303.0
246.0,166.0,55.0,6.0,6.0,52.0,18.0,246.0
293.0,176.0,46.0,12.0,14.0,76.0,28.0,293.0
228.0,115.0,53.0,10.0,11.0,53.0,21.0,228.0
296.0,163.0,15.0,10.0,30.0,63.0,18.0,296.0
318.0,193.0,25.0,13.0,11.0,101.0,10.0,318.0
132.0,118.0,18.0,8.402852049910873,43.0,55.0,24.0,132.0
66.0,76.0,23.0,1.0,5.0,33.0,32.0,76.0
345.0,194.0,30.0,2.0,54.0,79.0,5.0,345.0
232.0,193.0,46.0,9.0,14.0,87.0,9.0,232.0
120.0,113.0,22.0,8.402852049910873,57.0,36.0,24.0,120.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,51.29509283819629,29.813642756680732,178.0
265.0,162.0,31.0,2.0,88.0,64.0,5.0,265.0
143.0,155.0,80.0,16.0,10.0,30.0,20.0,155.0
69.0,86.0,16.0,8.402852049910873,43.0,39.0,24.0,86.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,7.0,48.0,178.0
261.0,194.0,27.0,2.0,92.0,83.0,5.0,261.0
81.0,105.0,67.0,14.0,11.0,28.0,14.0,105.0
71.0,90.0,17.0,8.402852049910873,47.0,37.0,24.0,90.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,27.0,52.0,178.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,18.0,50.0,178.0
258.0,192.0,24.0,2.0,87.0,65.0,5.0,258.0
85.0,106.0,67.0,14.0,12.0,34.0,20.0,106.0
83.0,103.0,21.0,8.402852049910873,48.0,65.0,24.0,103.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,88.0,21.0,178.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,30.0,28.0,178.0
265.0,205.0,28.0,2.0,73.0,67.0,5.0,265.0
118.0,147.0,76.0,16.0,12.0,65.0,12.0,147.0
89.0,107.0,22.0,8.402852049910873,48.0,69.0,24.0,107.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,83.0,21.0,178.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,33.0,23.0,178.0
263.0,203.0,27.0,2.0,72.0,71.0,5.0,263.0
128.0,153.0,79.0,16.0,12.0,71.0,8.0,153.0
133.0,144.0,30.0,8.402852049910873,64.0,40.0,24.0,144.0
172.0,136.0,15.0,21.0,53.0,40.0,41.0,172.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,51.29509283819629,29.813642756680732,178.0
281.0,195.0,35.0,2.0,46.0,92.0,5.0,281.0
162.0,175.0,107.0,20.0,20.0,47.0,9.0,175.0
135.0,145.0,30.0,8.402852049910873,66.0,41.0,24.0,145.0
169.0,135.0,15.0,21.0,52.0,38.0,48.0,169.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,51.29509283819629,29.813642756680732,178.0
282.0,194.0,36.0,2.0,46.0,88.0,5.0,282.0
168.0,177.0,109.0,21.0,23.0,43.0,11.0,177.0
259.0,171.0,92.0,12.0,30.0,42.0,85.0,259.0
223.0,119.0,95.0,17.0,20.0,53.0,26.0,223.0
289.0,274.0,139.0,21.0,8.0,65.0,7.0,289.0
262.0,145.0,53.0,3.0,30.0,68.0,70.0,262.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,76.0,43.0,189.0
302.0,141.6742671009772,46.5886925795053,8.402852049910873,60.0,65.0,33.0,302.0
152.0,134.0,43.0,12.0,17.0,53.0,28.0,152.0
261.0,210.0,32.0,8.402852049910873,16.427413411938097,100.0,38.0,261.0
316.0,141.6742671009772,72.0,8.402852049910873,4.0,72.0,11.0,316.0
224.0,130.0,69.0,13.0,21.0,59.0,15.0,224.0
240.0,132.0,9.0,5.0,9.0,46.0,41.0,240.0
153.0,134.0,61.0,18.0,7.0,41.0,16.0,153.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,51.29509283819629,29.813642756680732,189.0
204.0,160.0,51.0,26.0,45.0,38.0,24.0,204.0
216.0,145.0,40.0,4.0,25.0,35.0,41.0,216.0
183.0,142.0,30.0,19.0,13.0,67.0,34.0,183.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,69.0,45.0,189.0
238.0,111.0,7.0,9.0,8.0,34.0,14.0,238.0
276.0,181.0,16.0,34.0,4.0,69.0,9.0,276.0
72.0,141.6742671009772,29.0,8.402852049910873,23.0,76.0,26.0,76.0
303.0,300.0,84.0,8.402852049910873,45.0,27.0,49.0,303.0
179.0,141.6742671009772,10.0,8.402852049910873,9.0,58.0,35.0,179.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,27.0,46.0,189.0
110.0,224.0,39.0,7.0,32.0,128.0,7.0,224.0
195.0,141.0,40.0,8.0,21.0,33.0,41.0,195.0
203.0,150.0,62.0,10.0,6.0,24.0,158.0,203.0
167.0,106.0,69.0,7.0,13.0,65.0,27.0,167.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,1.0,16.0,189.0
276.0,144.0,39.0,4.0,20.0,28.0,97.0,276.0
110.0,171.0,73.0,11.0,21.0,57.0,62.0,171.0
307.0,141.6742671009772,46.5886925795053,8.402852049910873,45.0,42.0,106.0,307.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,26.0,40.0,189.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,104.0,41.0,189.0
293.0,141.6742671009772,72.0,8.402852049910873,6.0,17.0,54.0,293.0
298.0,157.0,75.0,11.0,17.0,53.0,21.0,298.0
301.0,152.0,8.0,5.0,8.0,26.0,48.0,301.0
134.0,126.0,50.0,18.0,5.0,41.0,16.0,134.0
251.0,156.0,40.0,23.0,51.0,22.0,28.0,251.0
243.0,139.0,24.0,3.0,16.427413411938097,20.0,55.0,243.0
224.0,149.0,25.0,17.0,13.0,60.0,56.0,224.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,46.0,12.0,189.0
246.0,128.0,7.0,10.0,8.0,46.0,12.0,246.0
108.0,141.6742671009772,28.0,8.402852049910873,19.0,5.0,42.0,108.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,26.0,84.0,189.0
273.0,141.6742671009772,8.0,8.402852049910873,10.0,35.0,39.0,273.0
112.0,132.0,3.0,1.0,50.0,48.0,44.0,132.0
94.0,230.0,50.0,6.0,20.0,124.0,7.0,230.0
268.0,156.0,39.0,8.0,17.0,24.0,42.0,268.0
86.0,94.0,50.0,9.0,7.0,23.0,122.0,122.0
165.0,106.0,68.0,8.0,13.0,97.0,16.0,165.0
348.0,278.0,95.0,13.0,8.0,71.0,5.0,348.0
261.0,138.0,41.0,3.0,15.0,45.0,56.0,261.0
113.0,173.0,61.0,11.0,23.0,71.0,36.0,173.0
298.0,141.6742671009772,46.5886925795053,8.402852049910873,45.0,80.0,33.0,298.0
147.0,132.0,30.0,17.0,8.0,29.0,8.0,147.0
296.0,179.0,25.0,8.402852049910873,16.427413411938097,104.0,24.0,296.0
288.0,141.6742671009772,84.0,8.402852049910873,9.0,72.0,12.0,288.0
294.0,142.0,64.0,12.0,13.0,83.0,10.0,294.0
296.0,138.0,8.0,5.0,6.0,44.0,8.0,296.0
112.0,101.0,48.0,15.0,4.0,44.0,5.0,112.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,6.0,28.0,189.0
187.0,128.0,38.0,25.0,56.0,40.0,6.0,187.0
158.0,113.0,25.0,3.0,20.0,29.0,11.0,158.0
192.0,150.0,24.0,15.0,12.0,37.0,34.0,192.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,28.0,33.0,189.0
220.0,135.0,8.0,10.0,8.0,37.0,12.0,220.0
116.0,141.6742671009772,29.0,8.402852049910873,12.0,3.0,9.0,116.0
252.0,230.0,102.0,6.0,37.0,26.0,8.0,252.0
253.0,141.6742671009772,8.0,8.402852049910873,9.0,54.0,28.0,253.0
102.0,123.0,3.0,1.0,51.0,36.0,11.0,123.0
89.0,214.0,50.0,6.0,25.0,122.0,7.0,214.0
120.0,106.0,30.0,8.0,18.0,26.0,21.0,120.0
87.0,89.0,52.0,9.0,8.0,25.0,84.0,89.0
167.0,110.0,70.0,8.0,12.0,90.0,18.0,167.0
353.0,271.0,93.0,12.0,8.0,52.0,8.0,353.0
255.0,136.0,41.0,3.0,17.0,38.0,79.0,255.0
126.0,179.0,65.0,11.0,23.0,60.0,45.0,179.0
310.0,141.6742671009772,46.5886925795053,8.402852049910873,48.0,65.0,47.0,310.0
134.0,126.0,29.0,17.0,7.0,26.0,13.0,134.0
290.0,178.0,26.0,8.402852049910873,16.427413411938097,103.0,34.0,290.0
297.0,141.6742671009772,91.0,8.402852049910873,9.0,59.0,10.0,297.0
290.0,140.0,63.0,12.0,13.0,73.0,14.0,290.0
288.0,135.0,8.0,5.0,6.0,35.0,16.0,288.0
109.0,96.0,48.0,15.0,6.0,40.0,7.0,109.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,6.0,26.0,189.0
180.0,123.0,41.0,25.0,56.0,43.0,5.0,180.0
157.0,110.0,26.0,3.0,24.0,26.0,14.0,157.0
205.0,156.0,23.0,15.0,12.0,38.0,40.0,205.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,32.0,31.0,189.0
223.0,133.0,7.0,9.0,8.0,33.0,13.0,223.0
114.0,141.6742671009772,28.0,8.402852049910873,10.0,4.0,7.0,114.0
251.0,232.0,100.0,5.0,31.0,26.0,11.0,251.0
261.0,141.6742671009772,9.0,8.402852049910873,9.0,52.0,29.0,261.0
95.0,115.0,3.0,1.0,52.0,31.0,14.0,115.0
90.0,224.0,49.0,6.0,26.0,121.0,7.0,224.0
119.0,102.0,31.0,8.0,18.0,28.0,16.0,119.0
79.0,77.0,56.0,8.0,10.0,30.0,48.0,79.0
165.0,112.0,74.0,9.0,13.0,87.0,13.0,165.0
342.0,253.0,85.0,12.0,8.0,44.0,7.0,342.0
233.0,128.0,40.0,3.0,24.0,36.0,82.0,233.0
133.0,187.0,66.0,11.0,24.0,70.0,30.0,187.0
309.0,141.6742671009772,46.5886925795053,8.402852049910873,49.0,63.0,34.0,309.0
116.0,113.0,24.0,16.0,6.0,17.0,21.0,116.0
273.0,175.0,27.0,8.402852049910873,16.427413411938097,104.0,32.0,273.0
290.0,141.6742671009772,94.0,8.402852049910873,9.0,66.0,10.0,290.0
252.0,125.0,60.0,12.0,13.0,162.0,13.0,252.0
267.0,125.0,8.0,5.0,5.0,16.0,26.0,267.0
99.0,85.0,47.0,16.0,6.0,35.0,8.0,99.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,20.0,18.0,189.0
169.0,112.0,42.0,26.0,57.0,31.0,7.0,169.0
150.0,100.0,27.0,3.0,24.0,25.0,14.0,150.0
199.0,159.0,24.0,15.0,13.0,58.0,30.0,199.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,38.0,17.0,189.0
232.0,124.0,7.0,10.0,8.0,26.0,11.0,232.0
80.0,141.6742671009772,28.0,8.402852049910873,10.0,5.0,5.0,80.0
233.0,217.0,93.0,6.0,30.0,20.0,26.0,233.0
238.0,141.6742671009772,10.0,8.402852049910873,9.0,40.0,28.0,238.0
79.0,100.0,3.0,1.0,52.0,25.0,17.0,100.0
85.0,218.0,50.0,6.0,27.0,120.0,7.0,218.0
123.0,96.0,37.0,8.0,17.0,39.0,8.0,123.0
77.0,75.0,56.0,8.0,11.0,29.0,48.0,77.0
163.0,111.0,75.0,9.0,11.0,91.0,10.0,163.0
337.0,249.0,82.0,12.0,8.0,44.0,6.0,337.0
228.0,125.0,39.0,3.0,26.0,36.0,85.0,228.0
131.0,188.0,67.0,11.0,24.0,71.0,24.0,188.0
304.0,141.6742671009772,46.5886925795053,8.402852049910873,49.0,61.0,31.0,304.0
112.0,110.0,23.0,16.0,6.0,16.0,22.0,112.0
269.0,173.0,26.0,8.402852049910873,16.427413411938097,104.0,30.0,269.0
285.0,141.6742671009772,94.0,8.402852049910873,10.0,63.0,5.0,285.0
246.0,122.0,60.0,12.0,14.0,151.0,12.0,246.0
256.0,121.0,8.0,5.0,5.0,14.0,27.0,256.0
97.0,82.0,47.0,16.0,6.0,35.0,8.0,97.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,22.0,15.0,189.0
167.0,110.0,42.0,26.0,57.0,29.0,8.0,167.0
146.0,98.0,27.0,3.0,24.0,26.0,14.0,146.0
197.0,159.0,24.0,15.0,13.0,61.0,26.0,197.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,40.0,12.0,189.0
231.0,123.0,7.0,9.0,8.0,26.0,11.0,231.0
75.0,141.6742671009772,27.0,8.402852049910873,10.0,5.0,3.0,75.0
226.0,213.0,92.0,6.0,30.0,19.0,27.0,226.0
230.0,141.6742671009772,11.0,8.402852049910873,9.0,36.0,28.0,230.0
75.0,96.0,3.0,1.0,52.0,25.0,17.0,96.0
83.0,213.0,50.0,6.0,28.0,120.0,7.0,213.0
124.0,95.0,37.0,8.0,16.0,40.0,6.0,124.0
63.0,56.0,54.0,8.0,12.0,21.0,52.0,63.0
114.0,94.0,81.0,9.0,10.0,97.0,5.0,114.0
214.0,152.0,47.0,8.0,5.0,55.0,4.0,214.0
144.0,100.0,36.0,2.0,28.0,39.0,65.0,144.0
105.0,149.0,69.0,11.0,25.0,66.0,11.0,149.0
232.0,141.6742671009772,46.5886925795053,8.402852049910873,42.0,55.0,27.0,232.0
56.0,66.0,14.0,9.0,6.0,26.0,14.0,66.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,103.0,24.0,189.0
180.0,141.6742671009772,86.0,8.402852049910873,8.0,40.0,7.0,180.0
130.0,84.0,56.0,12.0,16.0,149.0,10.0,149.0
116.0,69.0,6.0,4.0,6.0,20.0,19.0,116.0
50.0,47.0,42.0,16.0,5.0,32.0,9.0,50.0
182.89870689655172,141.6742671009772,32.0,3.0,17.0,14.0,12.0,189.0
92.0,72.0,39.0,23.0,55.0,20.0,8.0,92.0
71.0,59.0,22.0,2.0,19.0,19.0,13.0,71.0
202.0,177.0,19.0,12.0,16.427413411938097,48.0,29.0,202.0
111.0,106.0,67.0,22.0,26.0,36.0,19.0,111.0
169.0,98.0,7.0,8.0,8.0,27.0,13.0,169.0
45.0,141.6742671009772,23.0,8.402852049910873,9.0,6.0,10.0,45.0
139.0,151.0,80.0,9.0,32.0,19.0,34.0,151.0
151.0,141.6742671009772,14.0,8.402852049910873,10.0,47.0,26.0,151.0
44.0,55.0,3.0,1.0,49.0,27.0,10.0,55.0
58.0,194.0,47.0,7.0,30.0,118.0,7.0,194.0
104.0,76.0,39.0,6.0,11.0,41.0,6.0,104.0
62.0,55.0,55.0,8.0,12.0,21.0,54.0,62.0
109.0,93.0,83.0,9.0,10.0,99.0,8.0,109.0
211.0,150.0,45.0,8.0,5.0,56.0,5.0,211.0
139.0,100.0,37.0,3.0,28.0,39.0,69.0,139.0
107.0,148.0,65.0,10.0,29.0,75.0,18.0,148.0
234.0,141.6742671009772,46.5886925795053,8.402852049910873,41.0,55.0,32.0,234.0
54.0,65.0,14.0,9.0,7.0,27.0,14.0,65.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,103.0,24.0,189.0
173.0,141.6742671009772,85.0,8.402852049910873,9.0,43.0,13.0,173.0
126.0,84.0,57.0,12.0,17.0,135.0,11.0,135.0
105.0,64.0,6.0,4.0,6.0,20.0,21.0,105.0
49.0,45.0,42.0,16.0,4.0,33.0,9.0,49.0
182.89870689655172,141.6742671009772,32.0,3.0,17.0,15.0,13.0,189.0
85.0,70.0,39.0,23.0,55.0,22.0,8.0,85.0
69.0,58.0,22.0,2.0,17.0,20.0,12.0,69.0
202.0,175.0,20.0,13.0,16.427413411938097,39.0,30.0,202.0
106.0,105.0,68.0,22.0,30.0,35.0,24.0,106.0
166.0,97.0,7.0,8.0,8.0,27.0,13.0,166.0
43.0,141.6742671009772,22.0,8.402852049910873,9.0,7.0,10.0,43.0
138.0,147.0,79.0,9.0,33.0,21.0,35.0,147.0
146.0,141.6742671009772,14.0,8.402852049910873,10.0,49.0,27.0,146.0
44.0,54.0,3.0,1.0,49.0,29.0,9.0,54.0
55.0,177.0,48.0,7.0,30.0,118.0,7.0,177.0
101.0,74.0,41.0,6.0,10.0,46.0,6.0,101.0
79.0,98.0,11.0,2.0,29.0,51.29509283819629,18.0,98.0
85.0,112.0,11.0,2.0,28.0,51.29509283819629,38.0,112.0
78.0,120.0,10.0,2.0,32.0,51.29509283819629,33.0,120.0
77.0,121.0,10.0,2.0,31.0,51.29509283819629,41.0,121.0
94.0,145.0,11.0,2.0,30.0,51.29509283819629,25.0,145.0
97.0,148.0,11.0,2.0,30.0,51.29509283819629,21.0,148.0
131.0,165.0,11.0,2.0,28.0,51.29509283819629,38.0,165.0
131.0,165.0,12.0,2.0,29.0,51.29509283819629,42.0,165.0
33.0,141.6742671009772,23.0,8.402852049910873,7.0,46.0,27.0,46.0
88.0,141.6742671009772,46.0,8.402852049910873,7.0,24.0,21.0,88.0
36.0,56.0,40.0,1.0,10.0,34.0,58.0,58.0
182.89870689655172,93.0,54.0,8.402852049910873,12.0,96.0,29.813642756680732,96.0
48.0,70.0,32.0,2.0,10.0,37.0,43.0,70.0
43.0,69.0,23.0,5.0,13.0,56.0,57.0,69.0
42.0,77.0,43.0,3.0,4.0,68.0,41.0,77.0
56.0,141.6742671009772,39.0,5.0,4.0,61.0,29.813642756680732,61.0
182.89870689655172,41.0,10.0,8.402852049910873,9.0,44.0,29.813642756680732,44.0
48.0,71.0,18.0,3.0,4.0,57.0,25.0,71.0
68.0,94.0,40.0,1.0,3.0,25.0,1.0,94.0
57.0,45.0,29.0,8.0,7.0,29.0,44.0,57.0
29.0,50.0,26.0,2.0,35.0,37.0,17.0,50.0
51.0,49.0,24.0,1.0,24.0,49.0,27.0,51.0
56.0,141.6742671009772,46.5886925795053,8.402852049910873,11.0,39.0,42.0,56.0
139.0,141.6742671009772,46.0,8.402852049910873,8.0,44.0,25.0,139.0
97.0,104.0,55.0,1.0,11.0,19.0,182.0,182.0
182.89870689655172,105.0,68.0,8.402852049910873,13.0,90.0,29.813642756680732,105.0
117.0,108.0,39.0,4.0,8.0,22.0,81.0,117.0
129.0,116.0,24.0,6.0,14.0,62.0,102.0,129.0
121.0,161.0,62.0,4.0,16.427413411938097,56.0,66.0,161.0
127.0,141.6742671009772,49.0,6.0,5.0,52.0,29.813642756680732,127.0
182.89870689655172,43.0,10.0,8.402852049910873,5.0,46.0,29.813642756680732,46.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,48.0,32.0,69.0
92.0,105.0,47.0,1.0,3.0,12.0,1.0,105.0
50.0,39.0,15.0,4.0,6.0,16.0,69.0,69.0
65.0,79.0,29.0,2.0,33.0,25.0,27.0,79.0
100.0,78.0,16.0,1.0,22.0,34.0,50.0,100.0
22.0,141.6742671009772,46.5886925795053,8.402852049910873,6.0,31.0,21.0,31.0
77.0,141.6742671009772,41.0,8.402852049910873,8.0,35.0,9.0,77.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,51.29509283819629,29.813642756680732,69.0
182.89870689655172,86.0,57.0,8.402852049910873,12.0,95.0,29.813642756680732,95.0
56.0,70.0,33.0,3.0,15.0,52.0,16.0,70.0
53.0,68.0,21.0,5.0,14.0,60.0,45.0,68.0
51.0,84.0,48.0,3.0,16.427413411938097,89.0,27.0,89.0
59.0,141.6742671009772,36.0,5.0,4.0,62.0,29.813642756680732,62.0
182.89870689655172,45.0,12.0,8.402852049910873,3.0,47.0,29.813642756680732,47.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,50.0,24.0,69.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,38.0,42.0,69.0
62.0,83.0,29.0,1.0,3.0,19.0,1.0,83.0
51.0,40.0,16.0,5.0,6.0,20.0,33.0,51.0
39.0,43.0,17.0,2.0,30.0,18.0,20.0,43.0
99.0,79.0,16.0,1.0,20.0,48.0,31.0,99.0
22.0,141.6742671009772,46.5886925795053,8.402852049910873,7.0,31.0,24.0,31.0
74.0,141.6742671009772,43.0,8.402852049910873,8.0,25.0,10.0,74.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,64.0,45.0,69.0
182.89870689655172,86.0,56.0,8.402852049910873,12.0,94.0,29.813642756680732,94.0
54.0,71.0,36.0,3.0,15.0,56.0,17.0,71.0
50.0,66.0,22.0,5.0,14.0,60.0,51.0,66.0
48.0,80.0,48.0,3.0,16.427413411938097,96.0,30.0,96.0
60.0,141.6742671009772,36.0,5.0,4.0,59.0,29.813642756680732,60.0
182.89870689655172,46.0,12.0,8.402852049910873,3.0,46.0,29.813642756680732,46.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,49.0,24.0,69.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,44.0,40.0,69.0
63.0,87.0,31.0,1.0,3.0,19.0,1.0,87.0
50.0,40.0,16.0,5.0,6.0,16.0,45.0,50.0
37.0,43.0,17.0,2.0,30.0,19.0,23.0,43.0
98.0,78.0,16.0,1.0,19.0,43.0,49.0,98.0
21.0,141.6742671009772,46.5886925795053,8.402852049910873,7.0,29.0,24.0,29.0
58.0,141.6742671009772,45.0,8.402852049910873,8.0,26.0,7.0,58.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,28.0,23.0,69.0
182.89870689655172,81.0,54.0,8.402852049910873,13.0,94.0,29.813642756680732,94.0
45.0,64.0,35.0,2.0,15.0,64.0,11.0,64.0
34.0,54.0,22.0,5.0,14.0,64.0,41.0,64.0
38.0,68.0,48.0,3.0,16.427413411938097,91.0,27.0,91.0
54.0,141.6742671009772,37.0,5.0,3.0,63.0,29.813642756680732,63.0
182.89870689655172,46.0,12.0,8.402852049910873,4.0,46.0,29.813642756680732,46.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,57.0,27.0,69.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,42.0,34.0,69.0
56.0,85.0,36.0,1.0,3.0,18.0,1.0,85.0
46.0,36.0,10.0,3.0,6.0,22.0,35.0,46.0
31.0,43.0,16.0,2.0,33.0,38.0,17.0,43.0
97.0,73.0,14.0,1.0,18.0,51.0,56.0,97.0
20.0,141.6742671009772,46.5886925795053,8.402852049910873,7.0,31.0,24.0,31.0
57.0,141.6742671009772,46.0,8.402852049910873,8.0,24.0,7.0,57.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,28.0,23.0,69.0
182.89870689655172,79.0,55.0,8.402852049910873,13.0,94.0,29.813642756680732,94.0
44.0,64.0,35.0,2.0,15.0,62.0,12.0,64.0
32.0,53.0,22.0,5.0,14.0,63.0,40.0,63.0
37.0,67.0,48.0,3.0,16.427413411938097,86.0,27.0,86.0
54.0,141.6742671009772,37.0,5.0,3.0,64.0,29.813642756680732,64.0
182.89870689655172,46.0,12.0,8.402852049910873,4.0,46.0,29.813642756680732,46.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,57.0,27.0,69.0
182.89870689655172,141.6742671009772,46.5886925795053,8.402852049910873,16.427413411938097,42.0,33.0,69.0
54.0,84.0,36.0,1.0,3.0,18.0,1.0,84.0
44.0,35.0,8.0,3.0,6.0,24.0,32.0,44.0
27.0,41.0,16.0,2.0,33.0,38.0,16.0,41.0
95.0,72.0,14.0,1.0,18.0,52.0,55.0,95.0
20.0,141.6742671009772,46.5886925795053,8.402852049910873,6.0,29.0,20.0,29.0
54.0,141.6742671009772,48.0,8.402852049910873,8.0,29.0,7.0,54.0
32.0,56.0,50.0,1.0,11.0,39.0,31.0,56.0
182.89870689655172,76.0,56.0,8.402852049910873,13.0,93.0,29.813642756680732,93.0
42.0,61.0,36.0,2.0,17.0,44.0,16.0,61.0
25.0,49.0,23.0,5.0,14.0,61.0,43.0,61.0
44.0,69.0,49.0,3.0,16.427413411938097,75.0,27.0,75.0
53.0,141.6742671009772,37.0,5.0,4.0,53.0,29.813642756680732,53.0
182.89870689655172,43.0,12.0,8.402852049910873,6.0,44.0,29.813642756680732,44.0
38.0,62.0,22.0,2.0,4.0,49.0,28.0,62.0
20.0,35.0,13.0,2.0,16.0,43.0,32.0,43.0
35.0,75.0,34.0,1.0,3.0,20.0,1.0,75.0
27.0,22.0,4.0,2.0,6.0,17.0,32.0,32.0
19.0,41.0,20.0,2.0,34.0,39.0,14.0,41.0
70.0,60.0,11.0,1.0,19.0,43.0,33.0,70.0
20.0,141.6742671009772,46.5886925795053,8.402852049910873,6.0,31.0,22.0,31.0
54.0,141.6742671009772,49.0,8.402852049910873,8.0,28.0,7.0,54.0
31.0,55.0,49.0,1.0,11.0,38.0,39.0,55.0
182.89870689655172,76.0,56.0,8.402852049910873,13.0,95.0,29.813642756680732,95.0
42.0,61.0,35.0,2.0,18.0,44.0,19.0,61.0
24.0,48.0,23.0,5.0,14.0,60.0,46.0,60.0
44.0,69.0,49.0,3.0,16.427413411938097,79.0,28.0,79.0
53.0,141.6742671009772,37.0,5.0,4.0,54.0,29.813642756680732,54.0
182.89870689655172,43.0,12.0,8.402852049910873,6.0,45.0,29.813642756680732,45.0
38.0,62.0,22.0,2.0,4.0,47.0,30.0,62.0
20.0,36.0,13.0,2.0,15.0,43.0,36.0,43.0
34.0,72.0,34.0,1.0,3.0,21.0,1.0,72.0
26.0,21.0,4.0,2.0,6.0,17.0,36.0,36.0
19.0,41.0,20.0,2.0,33.0,37.0,16.0,41.0
70.0,60.0,11.0,1.0,20.0,46.0,35.0,70.0
27.0,112.0,11.0,5.0,16.427413411938097,29.0,62.0,112.0
70.0,68.0,33.0,4.0,11.0,44.0,37.0,70.0
36.0,103.0,9.0,5.0,16.427413411938097,37.0,73.0,103.0
32.0,38.0,20.0,3.0,11.0,38.0,59.0,59.0
27.0,110.0,9.0,5.0,20.0,55.0,47.0,110.0
75.0,77.0,30.0,4.0,11.0,50.0,46.0,77.0
25.0,107.0,9.0,5.0,33.0,38.0,70.0,107.0
70.0,76.0,31.0,4.0,11.0,45.0,57.0,76.0
22.0,103.0,9.0,5.0,37.0,18.0,64.0,103.0
64.0,74.0,34.0,3.0,12.0,62.0,40.0,74.0
9.0,102.0,9.0,5.0,38.0,19.0,54.0,102.0
61.0,72.0,36.0,3.0,12.0,66.0,35.0,72.0
17.0,103.0,9.0,5.0,37.0,58.0,39.0,103.0
56.0,62.0,36.0,3.0,12.0,43.0,39.0,62.0
19.0,103.0,9.0,5.0,36.0,54.0,48.0,103.0
55.0,62.0,36.0,3.0,12.0,43.0,44.0,62.0
214.0,133.0,50.0,6.0,7.0,65.0,46.0,214.0
76.0,69.0,19.0,8.402852049910873,16.427413411938097,15.0,29.813642756680732,76.0
155.0,111.0,25.0,9.0,12.0,81.0,35.0,155.0
146.0,108.0,62.0,5.0,12.0,84.0,33.0,146.0
